Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
3726       (3 3 2 1 2)     38.081               79.292              
3727       (3 3 2 5 2)     39.089               79.281              
3728       (6 3 2 5 2)     42.877               79.276              
3729       (3 5 1 5 2)     44.729               79.271              
3730       (3 3 2 1 2)     43.078               79.276              
3731       (3 3 2 1 2)     40.996               79.282              
3732       (2 1 1 3 2)     44.398               79.271              
3733       (2 5 1 1 1)     42.001               79.266              
3734       (3 5 2 1 2)     42.861               79.266              
3735       (2 5 1 5 2)     44.732               79.261              
3736       (3 3 2 5 2)     43.323               79.261              
3737       (3 5 1 1 2)     45.003               79.267              
3738       (3 2 2 5 2)     43.567               79.262              
3739       (3 3 2 1 2)     44.307               79.262              
3740       (3 1 2 5 2)     38.050               79.257              
3741       (3 5 2 1 2)     42.637               79.262              
3742       (3 5 2 1 2)     42.950               79.263              
3743       (0 6 2 0 1)     38.370               79.257              
3744       (2 5 1 1 2)     44.496               79.252              
3745       (3 3 2 5 2)     43.897               79.247              
3746       (3 5 1 1 2)     41.641               79.247              
3747       (3 5 1 1 2)     44.058               79.248              
3748       (3 6 2 5 2)     40.844               79.242              
3749       (2 1 1 1 2)     42.386               79.248              
3750       (2 5 2 5 2)     44.106               79.238              
3751       (3 3 2 1 2)     36.441               79.238              
3752       (3 1 2 1 2)     42.585               79.238              
3753       (2 1 1 1 2)     38.375               79.238              
3754       (3 3 2 3 2)     44.471               79.238              
3755       (3 5 1 1 2)     43.485               79.244              
3756       (3 3 2 1 2)     38.346               79.249              
3757       (0 3 2 1 2)     38.276               79.250              
3758       (3 3 2 1 2)     38.059               79.255              
3759       (0 5 1 1 2)     39.637               79.261              
3760       (3 3 2 1 2)     44.654               79.266              
3761       (2 1 1 1 2)     38.346               79.266              
3762       (3 5 2 1 2)     38.080               79.267              
3763       (3 3 2 1 2)     41.113               79.272              
3764       (0 6 1 1 2)     44.491               79.272              
3765       (2 3 2 1 2)     44.889               79.278              
3766       (0 1 1 5 2)     43.047               79.278              
3767       (3 3 2 1 2)     44.591               79.283              
3768       (4 5 2 0 2)     42.667               79.284              
3769       (3 1 2 1 2)     42.947               79.284              
3770       (3 1 1 1 2)     45.085               79.289              
3771       (2 6 2 5 2)     44.074               79.279              
3772       (2 3 2 1 2)     43.044               79.284              
3773       (3 5 1 1 1)     42.419               79.285              
3774       (2 1 1 1 2)     38.017               79.290              
3775       (3 5 1 1 2)     45.401               79.290              
3776       (3 5 2 1 2)     44.430               79.296              
3777       (3 1 2 5 2)     39.934               79.291              
3778       (2 1 1 1 1)     38.023               79.286              
3779       (3 5 1 1 1)     40.967               79.286              
3780       (5 3 2 2 1)     44.420               79.286              
3781       (3 1 1 1 2)     41.665               79.291              
3782       (3 3 2 0 2)     38.214               79.292              
3783       (2 3 2 1 2)     44.307               79.297              
3784       (3 3 2 0 2)     43.109               79.297              
3785       (3 5 1 1 2)     44.236               79.303              
3786       (3 3 2 1 2)     37.938               79.308              
3787       (2 1 1 5 2)     39.088               79.298              
3788       (2 6 1 3 2)     44.187               79.298              
3789       (3 5 2 1 2)     41.829               79.298              
3790       (3 3 2 0 2)     45.789               79.298              
3791       (3 3 2 1 2)     38.819               79.299              
3792       (3 3 2 1 2)     45.548               79.299              
3793       (3 3 2 1 2)     43.335               79.304              
3794       (0 1 1 1 2)     39.800               79.304              
3795       (3 5 1 1 2)     38.738               79.305              
3796       (3 5 1 1 2)     44.699               79.310              
3797       (3 3 2 1 2)     43.476               79.315              
3798       (3 1 1 5 2)     44.483               79.310              
3799       (3 3 2 0 2)     38.629               79.311              
3800       (3 3 2 1 2)     44.009               79.311              
3801       (3 3 2 1 2)     41.591               79.316              
3802       (3 3 2 0 1)     41.416               79.316              
3803       (3 3 2 1 2)     44.490               79.317              
3804       (3 3 2 1 2)     44.102               79.317              
3805       (3 6 2 5 2)     38.181               79.312              
3806       (3 1 1 5 2)     44.100               79.312              
3807       (2 6 2 0 2)     37.990               79.307              
3808       (3 5 1 1 2)     38.071               79.302              
3809       (3 3 2 1 2)     44.399               79.307              
3810       (3 5 2 1 2)     38.071               79.313              
3811       (2 3 2 1 2)     38.307               79.318              
3812       (3 3 2 1 2)     40.734               79.323              
3813       (3 1 1 1 2)     44.635               79.329              
3814       (2 5 1 1 2)     42.730               79.329              
3815       (3 5 2 1 2)     56.325               79.334              
3816       (3 1 2 1 2)     50.067               79.335              
3817       (3 3 2 1 2)     44.104               79.340              
3818       (3 5 2 1 2)     44.385               79.340              
3819       (3 1 1 1 1)     41.620               79.340              
3820       (3 5 2 2 2)     39.547               79.335              
3821       (3 5 2 1 2)     43.922               79.330              
3822       (3 5 1 1 2)     42.951               79.330              
3823       (3 5 2 3 2)     38.826               79.325              
3824       (3 3 2 1 2)     38.291               79.331              
3825       (3 3 2 1 2)     44.368               79.331              
3826       (2 3 2 1 2)     38.261               79.336              
3827       (2 5 2 1 1)     44.283               79.331              
3828       (3 5 2 0 2)     44.993               79.331              
3829       (3 3 2 1 2)     43.102               79.332              
3830       (2 6 2 1 2)     42.798               79.327              
3831       (2 5 1 2 2)     44.201               79.322              
3832       (3 1 2 5 2)     43.914               79.316              
3833       (2 3 2 4 2)     37.883               79.311              
3834       (3 3 2 1 2)     42.716               79.317              
3835       (2 1 1 1 2)     44.240               79.312              
3836       (3 3 2 0 2)     43.094               79.312              
3837       (3 5 2 0 2)     44.634               79.307              
3838       (3 3 2 1 2)     42.381               79.307              
3839       (3 5 2 5 2)     42.178               79.302              
3840       (3 5 2 5 2)     45.943               79.302              
3841       (3 6 1 0 2)     41.707               79.297              
3842       (3 3 2 1 2)     38.009               79.303              
3843       (2 1 1 1 1)     44.783               79.298              
3844       (3 5 2 5 2)     44.919               79.298              
3845       (3 5 2 5 2)     43.634               79.293              
3846       (3 1 1 1 2)     44.758               79.298              
3847       (3 5 2 0 2)     41.106               79.298              
3848       (2 5 1 1 2)     44.387               79.299              
3849       (3 5 2 0 2)     43.764               79.294              
3850       (3 3 2 0 2)     42.066               79.294              
3851       (3 3 2 1 2)     38.262               79.294              
3852       (3 3 2 1 2)     38.358               79.299              
3853       (3 3 2 5 2)     38.729               79.299              
3854       (2 6 2 5 1)     38.566               79.289              
3855       (2 5 2 1 2)     44.769               79.289              
3856       (3 3 2 5 2)     43.514               79.290              
3857       (3 5 1 1 1)     43.909               79.295              
3858       (3 5 2 1 2)     38.082               79.300              
3859       (3 3 2 1 2)     43.032               79.306              
3860       (3 3 2 1 2)     39.167               79.306              
3861       (5 3 2 1 3)     42.957               79.301              
3862       (3 1 1 1 2)     43.906               79.301              
3863       (0 1 1 1 1)     40.241               79.296              
3864       (3 5 1 1 1)     38.209               79.296              
3865       (3 5 1 1 1)     44.156               79.296              
3866       (3 6 1 1 2)     44.154               79.302              
3867       (3 1 2 5 2)     43.003               79.302              
3868       (2 1 1 3 1)     44.912               79.297              
3869       (3 5 2 1 2)     44.533               79.302              
3870       (2 7 2 1 2)     39.993               79.303              
3871       (3 3 2 1 2)     45.240               79.308              
3872       (3 3 2 1 2)     42.562               79.303              
3873       (2 1 1 5 2)     42.802               79.298              
3874       (3 1 1 5 1)     38.419               79.293              
3875       (2 5 1 5 2)     44.588               79.288              
3876       (3 3 2 1 2)     43.800               79.293              
3877       (3 1 2 1 2)     45.168               79.293              
3878       (3 3 2 1 2)     43.101               79.294              
3879       (3 3 2 1 1)     42.494               79.299              
3880       (3 3 2 1 2)     38.339               79.294              
3881       (3 1 2 3 2)     44.553               79.289              
3882       (3 1 2 1 2)     40.986               79.284              
3883       (3 5 2 1 2)     44.500               79.279              
3884       (3 1 2 5 2)     40.801               79.274              
3885       (2 3 2 1 2)     43.039               79.274              
3886       (2 3 2 0 2)     44.515               79.269              
3887       (3 5 1 1 2)     38.492               79.275              
3888       (3 1 0 5 1)     44.156               79.265              
3889       (3 5 2 1 1)     44.463               79.270              
3890       (2 1 1 1 2)     42.456               79.270              
3891       (0 3 2 1 2)     45.324               79.270              
3892       (2 5 2 1 2)     44.563               79.260              
3893       (3 3 2 5 2)     42.815               79.260              
3894       (3 3 2 1 1)     38.019               79.266              
3895       (2 5 1 2 2)     45.073               79.261              
3896       (3 7 2 1 2)     44.160               79.256              
3897       (3 1 2 5 2)     38.379               79.246              
3898       (3 5 1 1 2)     38.322               79.246              
3899       (3 3 2 1 2)     41.694               79.251              
3900       (2 5 1 1 2)     43.731               79.251              
3901       (0 3 2 1 2)     44.314               79.252              
3902       (3 5 2 1 2)     42.523               79.252              
3903       (3 5 1 1 1)     42.842               79.257              
3904       (2 3 2 1 2)     38.460               79.257              
3905       (3 5 2 1 1)     40.886               79.258              
3906       (3 6 2 1 2)     43.714               79.253              
3907       (3 3 2 1 2)     44.369               79.258              
3908       (0 1 1 0 1)     40.434               79.253              
3909       (2 3 2 1 2)     44.513               79.253              
3910       (3 3 2 1 2)     40.947               79.259              
3911       (3 1 2 1 2)     42.592               79.259              
3912       (3 5 2 1 2)     44.657               79.264              
3913       (3 5 1 1 2)     44.876               79.264              
3914       (3 3 2 0 2)     43.314               79.264              
3915       (3 1 1 0 2)     44.780               79.259              
3916       (3 5 2 1 2)     38.431               79.260              
3917       (3 3 2 0 2)     44.207               79.260              
3918       (3 5 2 0 2)     42.994               79.260              
3919       (2 5 2 5 2)     42.521               79.255              
3920       (3 5 2 1 2)     41.550               79.260              
3921       (2 5 1 0 1)     42.362               79.255              
3922       (3 5 1 1 2)     44.432               79.256              
3923       (6 3 2 1 2)     40.090               79.251              
3924       (3 3 2 5 2)     43.609               79.251              
3925       (3 5 1 1 2)     38.437               79.251              
3926       (3 5 1 2 2)     38.050               79.241              
3927       (2 3 2 0 2)     38.075               79.231              
3928       (2 1 1 1 2)     44.593               79.231              
3929       (2 3 2 1 2)     43.870               79.237              
3930       (2 5 2 1 2)     38.125               79.237              
3931       (3 3 2 5 2)     42.366               79.232              
3932       (3 5 2 1 2)     44.163               79.237              
3933       (4 3 2 5 2)     38.053               79.237              
3934       (3 5 1 0 2)     38.299               79.233              
3935       (3 3 2 1 2)     38.022               79.238              
3936       (2 5 2 1 2)     39.322               79.238              
3937       (2 5 2 1 1)     42.628               79.238              
3938       (2 3 2 5 2)     38.247               79.233              
3939       (3 1 2 5 2)     38.412               79.234              
3940       (2 5 2 3 2)     42.978               79.234              
3941       (3 3 2 0 2)     38.789               79.224              
3942       (3 1 1 1 2)     38.478               79.229              
3943       (3 1 1 1 2)     45.577               79.234              
3944       (3 5 2 1 2)     38.597               79.229              
3945       (3 1 2 1 2)     44.567               79.230              
3946       (2 1 2 1 2)     38.407               79.225              
3947       (3 5 2 3 2)     38.115               79.225              
3948       (3 1 2 1 2)     42.414               79.225              
3949       (2 3 2 5 2)     43.623               79.225              
3950       (3 5 2 1 2)     42.825               79.226              
3951       (3 5 2 1 2)     44.450               79.231              
3952       (2 5 2 5 2)     44.260               79.231              
3953       (3 5 2 0 2)     45.648               79.231              
3954       (2 5 1 1 2)     44.064               79.226              
3955       (3 5 2 1 2)     43.451               79.221              
3956       (3 5 2 1 2)     40.291               79.222              
3957       (3 1 2 5 2)     38.145               79.217              
3958       (2 3 2 1 2)     44.321               79.212              
3959       (2 5 1 1 2)     44.479               79.207              
3960       (3 1 1 1 2)     38.914               79.212              
3961       (2 1 2 1 2)     44.802               79.207              
3962       (3 3 2 5 2)     41.494               79.208              
3963       (3 3 2 1 2)     44.635               79.208              
3964       (3 3 2 5 2)     45.005               79.208              
3965       (2 3 2 3 2)     42.394               79.203              
3966       (3 3 2 1 2)     39.829               79.203              
3967       (2 1 2 5 2)     43.425               79.194              
3968       (2 3 2 1 2)     43.324               79.189              
3969       (3 5 1 1 2)     44.155               79.189              
3970       (3 1 1 1 2)     44.567               79.189              
3971       (3 5 1 1 2)     38.513               79.189              
3972       (2 3 2 1 2)     44.790               79.190              
3973       (2 3 2 3 2)     42.917               79.185              
3974       (5 3 2 1 1)     42.291               79.190              
3975       (3 5 2 1 1)     38.851               79.190              
3976       (3 3 2 1 2)     39.047               79.195              
3977       (3 5 2 1 2)     44.985               79.201              
3978       (3 5 1 1 2)     44.432               79.201              
3979       (3 3 2 1 2)     38.479               79.206              
3980       (3 5 1 1 2)     44.849               79.206              
3981       (3 1 2 1 2)     43.387               79.206              
3982       (3 1 2 1 2)     44.594               79.202              
3983       (2 3 2 1 2)     44.513               79.207              
3984       (3 5 2 5 2)     38.410               79.207              
3985       (3 3 2 1 2)     42.189               79.212              
3986       (3 3 2 1 2)     42.803               79.217              
3987       (3 5 1 1 2)     44.115               79.223              
3988       (2 3 2 1 2)     42.734               79.218              
3989       (3 3 2 1 2)     40.700               79.218              
3990       (3 5 2 0 2)     40.335               79.213              
3991       (3 5 2 1 2)     38.176               79.218              
3992       (2 5 1 1 1)     38.451               79.219              
3993       (2 5 2 1 2)     38.146               79.219              
3994       (0 6 2 5 3)     44.071               79.209              
3995       (2 5 1 3 2)     41.521               79.204              
3996       (3 3 2 0 2)     44.458               79.199              
3997       (3 1 2 5 2)     43.266               79.195              
3998       (3 3 2 1 2)     38.316               79.200              
3999       (3 1 2 1 2)     45.743               79.185              
4000       (3 1 2 0 2)     44.545               79.185              
4001       (2 1 1 5 2)     44.085               79.180              
4002       (3 5 2 1 2)     44.664               79.181              
4003       (3 5 1 1 2)     40.774               79.181              
4004       (3 5 2 1 2)     44.535               79.176              
4005       (3 1 1 1 2)     44.344               79.181              
4006       (3 6 2 1 2)     44.197               79.181              
4007       (3 3 2 1 2)     44.096               79.182              
4008       (3 5 1 1 1)     43.713               79.187              
4009       (5 3 2 0 2)     43.777               79.187              
4010       (3 3 2 1 2)     42.723               79.187              
4011       (3 5 2 0 2)     45.671               79.182              
4012       (3 5 2 1 2)     44.556               79.188              
4013       (2 5 0 1 2)     39.959               79.183              
4014       (3 5 1 1 2)     38.370               79.183              
4015       (2 3 2 1 2)     44.575               79.183              
4016       (3 5 1 5 1)     40.111               79.183              
4017       (3 1 2 3 2)     44.414               79.179              
4018       (3 5 1 1 2)     44.680               79.179              
4019       (3 5 2 5 2)     43.961               79.174              
4020       (3 5 2 5 1)     38.354               79.169              
4021       (3 5 2 1 2)     43.326               79.165              
4022       (3 5 1 1 2)     38.954               79.170              
4023       (3 5 1 1 2)     44.187               79.170              
4024       (3 3 2 1 2)     43.940               79.170              
4025       (3 5 2 5 1)     38.042               79.170              
4026       (3 5 1 1 2)     38.017               79.171              
4027       (5 3 2 0 1)     38.535               79.171              
4028       (3 5 2 5 2)     38.862               79.171              
4029       (3 3 2 1 2)     38.854               79.176              
4030       (3 5 2 0 2)     38.595               79.171              
4031       (3 3 2 1 2)     38.452               79.172              
4032       (2 5 2 0 2)     41.412               79.167              
4033       (3 3 2 1 2)     44.389               79.172              
4034       (2 5 1 0 2)     38.051               79.167              
4035       (3 1 2 1 2)     41.880               79.172              
4036       (3 1 1 1 2)     38.571               79.178              
4037       (3 5 1 1 2)     44.532               79.178              
4038       (2 5 1 2 2)     41.883               79.173              
4039       (3 3 2 0 2)     39.890               79.173              
4040       (2 5 1 1 2)     38.390               79.173              
4041       (2 5 2 0 2)     44.031               79.169              
4042       (3 3 2 1 1)     38.369               79.174              
4043       (3 1 2 5 2)     42.823               79.169              
4044       (5 3 2 5 1)     42.731               79.164              
4045       (3 3 2 1 2)     45.072               79.170              
4046       (3 3 2 0 1)     41.616               79.170              
4047       (3 1 1 1 2)     38.215               79.175              
4048       (3 3 2 1 2)     38.430               79.180              
4049       (3 1 2 1 2)     38.091               79.180              
4050       (3 5 1 1 2)     38.102               79.185              
4051       (3 1 2 1 2)     38.002               79.186              
4052       (3 3 2 1 2)     44.319               79.191              
4053       (3 5 2 1 2)     38.254               79.191              
4054       (0 3 1 0 2)     38.695               79.191              
4055       (3 3 2 1 2)     38.359               79.191              
4056       (3 3 2 1 2)     45.713               79.192              
4057       (3 5 2 5 2)     40.516               79.192              
4058       (3 3 2 1 2)     44.470               79.197              
4059       (3 5 2 1 2)     39.344               79.202              
4060       (3 5 2 1 1)     43.436               79.207              
4061       (3 5 2 1 2)     38.524               79.207              
4062       (3 3 2 2 2)     42.322               79.207              
4063       (2 3 2 1 2)     44.539               79.208              
4064       (3 3 2 1 2)     38.090               79.208              
4065       (3 5 2 1 2)     42.310               79.213              
4066       (3 5 2 0 2)     42.463               79.208              
4067       (2 1 1 0 2)     42.689               79.199              
4068       (3 1 1 1 2)     45.700               79.204              
4069       (3 3 2 1 2)     40.424               79.209              
4070       (6 3 2 1 2)     44.040               79.214              
4071       (3 3 2 1 2)     40.376               79.219              
4072       (3 1 1 1 2)     38.234               79.224              
4073       (3 5 1 1 2)     44.552               79.224              
4074       (3 5 2 5 2)     43.213               79.220              
4075       (5 3 2 1 2)     43.874               79.225              
4076       (3 1 2 1 2)     38.385               79.230              
4077       (2 1 1 1 2)     44.470               79.235              
4078       (3 5 1 0 2)     44.062               79.235              
4079       (3 5 2 1 2)     44.644               79.240              
4080       (3 3 2 1 2)     43.430               79.245              
4081       (3 1 1 4 2)     44.934               79.236              
4082       (3 1 2 5 2)     44.779               79.231              
4083       (3 5 1 1 2)     44.336               79.231              
4084       (3 5 1 1 2)     40.739               79.236              
4085       (3 1 2 1 2)     42.976               79.241              
4086       (3 1 2 0 2)     44.164               79.232              
4087       (3 5 2 5 2)     40.214               79.227              
4088       (3 5 2 1 1)     38.328               79.232              
4089       (3 5 1 0 2)     40.704               79.232              
4090       (3 3 2 1 2)     41.594               79.237              
4091       (3 5 2 1 2)     41.785               79.233              
4092       (3 5 2 1 1)     44.319               79.233              
4093       (3 5 2 5 2)     41.791               79.218              
4094       (3 1 2 5 2)     45.590               79.214              
4095       (5 3 2 1 2)     38.297               79.219              
4096       (3 5 2 1 2)     38.042               79.214              
4097       (5 3 2 0 2)     44.493               79.214              
4098       (3 5 2 0 2)     44.688               79.214              
4099       (3 5 1 1 2)     39.549               79.215              
4100       (3 6 1 1 2)     41.601               79.215              
4101       (3 3 2 1 2)     41.376               79.220              
4102       (2 5 1 3 2)     42.052               79.215              
4103       (2 3 2 5 2)     43.230               79.215              
4104       (2 4 2 1 2)     43.469               79.211              
4105       (3 1 1 1 1)     38.816               79.211              
4106       (3 3 2 0 2)     38.087               79.211              
4107       (3 3 2 0 3)     38.123               79.202              
4108       (0 6 2 5 1)     38.163               79.197              
4109       (3 1 1 0 2)     41.820               79.192              
4110       (2 5 2 0 2)     42.853               79.188              
4111       (3 1 2 1 2)     44.729               79.193              
4112       (2 5 2 1 2)     38.081               79.193              
4113       (3 6 1 1 2)     41.287               79.198              
4114       (2 5 2 1 2)     44.513               79.198              
4115       (2 5 2 0 3)     38.735               79.184              
4116       (3 5 1 1 2)     39.482               79.184              
4117       (3 3 2 1 2)     43.829               79.189              
4118       (3 5 1 1 2)     40.046               79.189              
4119       (2 3 2 5 1)     43.345               79.189              
4120       (3 5 1 1 2)     39.013               79.194              
4121       (3 1 2 5 2)     42.670               79.190              
4122       (2 4 2 1 2)     44.434               79.185              
4123       (2 1 1 1 2)     40.705               79.185              
4124       (3 3 2 1 2)     43.653               79.190              
4125       (2 1 1 1 2)     43.095               79.186              
4126       (2 5 2 1 2)     41.089               79.186              
4127       (3 5 1 1 2)     44.482               79.186              
4128       (5 5 2 5 1)     38.621               79.181              
4129       (3 5 1 1 2)     38.358               79.182              
4130       (3 3 2 5 2)     41.709               79.177              
4131       (3 5 2 5 2)     40.364               79.167              
4132       (3 3 2 1 2)     43.168               79.173              
4133       (3 5 1 1 2)     42.721               79.173              
4134       (5 3 2 5 1)     38.799               79.173              
4135       (3 1 1 1 2)     41.216               79.178              
4136       (3 5 2 1 2)     44.285               79.178              
4137       (3 3 2 5 2)     42.727               79.178              
4138       (3 3 2 1 2)     44.736               79.183              
4139       (3 5 1 1 2)     43.775               79.184              
4140       (3 3 2 1 2)     42.846               79.184              
4141       (2 5 1 2 2)     42.829               79.179              
4142       (3 5 2 1 2)     38.053               79.184              
4143       (5 5 2 0 2)     38.309               79.180              
4144       (3 3 2 5 2)     38.881               79.180              
4145       (2 5 1 1 2)     39.199               79.180              
4146       (5 3 2 1 2)     38.667               79.180              
4147       (3 5 2 5 2)     38.647               79.180              
4148       (3 5 1 1 2)     38.369               79.181              
4149       (3 5 2 1 2)     50.656               79.186              
4150       (3 5 1 1 2)     41.223               79.191              
4151       (3 5 2 0 2)     43.999               79.191              
4152       (3 5 1 5 1)     40.909               79.186              
4153       (2 3 2 5 2)     43.543               79.186              
4154       (3 5 2 5 2)     43.679               79.187              
4155       (3 3 2 1 2)     38.064               79.192              
4156       (3 3 2 1 2)     43.189               79.197              
4157       (3 3 2 5 2)     44.784               79.192              
4158       (2 5 2 1 0)     40.278               79.182              
4159       (3 3 2 1 2)     38.043               79.183              
4160       (2 5 2 5 1)     45.344               79.178              
4161       (2 5 2 5 0)     38.050               79.169              
4162       (3 3 2 0 2)     38.418               79.164              
4163       (3 3 2 1 2)     38.324               79.164              
4164       (2 6 1 5 2)     38.317               79.160              
4165       (5 1 1 0 2)     38.463               79.160              
4166       (3 1 1 1 2)     38.370               79.165              
4167       (3 3 2 1 2)     44.606               79.165              
4168       (3 3 2 1 2)     41.880               79.170              
4169       (3 3 2 1 2)     43.160               79.175              
4170       (2 1 1 2 2)     39.126               79.170              
4171       (3 3 2 1 1)     38.429               79.175              
4172       (3 1 1 1 2)     38.328               79.180              
4173       (3 5 2 0 2)     38.550               79.171              
4174       (2 1 2 1 2)     41.686               79.171              
4175       (3 3 2 5 2)     39.290               79.167              
4176       (3 5 2 0 2)     42.648               79.162              
4177       (2 5 2 0 2)     41.840               79.157              
4178       (3 5 2 1 2)     38.183               79.158              
4179       (3 1 2 1 3)     38.360               79.153              
4180       (3 5 2 1 2)     38.097               79.149              
4181       (3 5 2 1 1)     38.065               79.149              
4182       (3 5 1 5 2)     38.308               79.144              
4183       (3 6 2 1 1)     42.582               79.140              
4184       (3 3 2 5 2)     44.262               79.140              
4185       (5 3 2 1 1)     42.706               79.145              
4186       (2 5 0 5 2)     40.469               79.131              
4187       (3 3 2 1 2)     42.497               79.136              
4188       (2 5 1 1 2)     38.010               79.131              
4189       (3 5 2 1 2)     38.265               79.136              
4190       (3 5 1 1 2)     39.135               79.141              
4191       (3 3 2 1 2)     44.502               79.146              
4192       (3 5 1 1 2)     44.482               79.146              
4193       (3 5 1 1 1)     40.499               79.151              
4194       (6 3 2 5 2)     44.441               79.147              
4195       (3 5 2 1 2)     45.762               79.147              
4196       (6 3 2 1 2)     42.546               79.147              
4197       (3 5 2 1 2)     45.118               79.142              
4198       (2 5 1 1 2)     39.603               79.138              
4199       (3 3 2 0 2)     38.435               79.138              
4200       (3 4 2 1 2)     41.921               79.138              
4201       (3 3 2 5 2)     42.579               79.134              
4202       (3 5 1 5 1)     44.586               79.129              
4203       (3 5 2 1 2)     44.351               79.129              
4204       (3 3 2 1 2)     45.570               79.134              
4205       (2 3 2 1 2)     39.680               79.135              
4206       (3 1 2 0 2)     38.246               79.130              
4207       (2 6 1 1 2)     38.225               79.125              
4208       (3 5 2 3 2)     38.197               79.126              
4209       (3 5 2 3 2)     38.104               79.126              
4210       (3 3 2 1 2)     38.125               79.126              
4211       (3 3 2 5 2)     44.248               79.122              
4212       (5 5 2 1 2)     44.206               79.127              
4213       (3 5 2 1 2)     43.835               79.127              
4214       (3 5 2 1 2)     44.227               79.132              
4215       (3 3 2 1 2)     45.867               79.132              
4216       (3 3 2 1 2)     38.579               79.137              
4217       (3 1 2 5 2)     44.239               79.132              
4218       (3 1 2 1 2)     43.562               79.132              
4219       (3 5 2 1 2)     38.000               79.133              
4220       (0 5 1 1 2)     38.393               79.133              
4221       (3 1 2 1 2)     44.544               79.133              
4222       (3 3 2 1 2)     38.558               79.138              
4223       (2 5 2 1 2)     38.144               79.134              
4224       (3 1 1 1 1)     44.311               79.134              
4225       (3 3 2 1 2)     43.654               79.134              
4226       (4 5 2 5 2)     43.270               79.134              
4227       (3 5 2 1 2)     42.990               79.134              
4228       (3 5 1 1 2)     38.175               79.139              
4229       (0 1 1 0 2)     44.303               79.135              
4230       (3 5 1 1 1)     44.260               79.135              
4231       (2 5 2 3 2)     44.741               79.130              
4232       (3 3 2 0 2)     44.924               79.131              
4233       (3 5 2 1 2)     38.716               79.136              
4234       (2 5 1 5 1)     38.386               79.126              
4235       (3 3 2 1 2)     44.873               79.127              
4236       (2 3 2 1 2)     43.104               79.122              
4237       (3 3 2 1 2)     40.583               79.127              
4238       (3 3 2 1 1)     43.530               79.132              
4239       (3 1 2 1 2)     41.315               79.132              
4240       (3 6 1 5 2)     44.269               79.132              
4241       (3 5 1 3 2)     38.063               79.132              
4242       (3 3 2 1 2)     38.063               79.137              
4243       (3 5 2 1 1)     43.899               79.142              
4244       (3 3 2 1 2)     38.157               79.147              
4245       (2 1 1 1 2)     38.075               79.147              
4246       (3 3 2 1 2)     38.112               79.152              
4247       (2 3 2 5 2)     44.485               79.148              
4248       (3 5 2 1 2)     38.258               79.153              
4249       (3 1 1 2 2)     38.054               79.148              
4250       (3 1 2 1 2)     42.466               79.148              
4251       (3 1 2 1 2)     46.083               79.153              
4252       (3 5 2 5 2)     42.609               79.149              
4253       (3 5 2 0 2)     45.566               79.140              
4254       (2 3 2 3 2)     38.080               79.135              
4255       (3 5 1 5 2)     38.135               79.131              
4256       (3 1 2 1 2)     45.002               79.136              
4257       (3 1 2 0 2)     42.116               79.136              
4258       (3 1 2 1 2)     39.629               79.141              
4259       (3 5 1 1 1)     44.341               79.141              
4260       (3 5 2 1 2)     44.592               79.146              
4261       (3 1 2 5 2)     45.871               79.146              
4262       (3 5 1 1 2)     54.747               79.146              
4263       (3 1 2 5 2)     39.249               79.142              
4264       (3 1 1 1 2)     44.654               79.147              
4265       (0 1 1 1 1)     42.654               79.147              
4266       (6 3 2 5 2)     43.696               79.142              
4267       (3 1 1 1 2)     41.155               79.142              
4268       (3 5 2 1 2)     44.182               79.138              
4269       (3 5 1 1 2)     43.114               79.143              
4270       (3 3 2 5 2)     40.920               79.143              
4271       (2 5 2 0 2)     42.991               79.134              
4272       (3 3 2 1 2)     39.141               79.139              
4273       (2 5 2 1 2)     44.179               79.139              
4274       (3 6 1 0 1)     38.477               79.135              
4275       (2 5 1 5 2)     44.558               79.130              
4276       (3 5 2 1 2)     43.759               79.130              
4277       (3 6 2 0 2)     42.263               79.126              
4278       (3 1 2 5 2)     44.629               79.117              
4279       (3 5 2 1 1)     40.902               79.117              
4280       (3 5 2 0 2)     42.500               79.112              
4281       (3 6 2 1 2)     45.789               79.113              
4282       (2 3 2 1 2)     39.469               79.117              
4283       (2 5 2 1 2)     44.179               79.108              
4284       (3 6 2 5 2)     41.568               79.109              
4285       (2 5 2 1 2)     42.640               79.113              
4286       (0 5 2 5 2)     46.623               79.114              
4287       (2 5 2 1 2)     79.750               79.114              
4288       (3 5 2 2 2)     114.051              79.114              
4289       (3 3 2 3 2)     148.290              79.114              
4290       (2 6 2 1 2)     182.871              79.110              
4291       (2 3 2 1 2)     218.819              79.110              
4292       (3 3 2 5 2)     254.686              79.106              
4293       (2 1 1 0 2)     290.218              79.101              
4294       (3 3 2 1 2)     327.339              79.106              
4295       (3 3 2 0 2)     364.437              79.106              
4296       (3 3 2 0 2)     400.926              79.106              
4297       (2 5 1 1 2)     437.725              79.107              
4298       (2 1 1 5 2)     474.261              79.097              
4299       (3 3 2 0 2)     510.672              79.093              
4300       (3 3 2 1 2)     547.313              79.093              
4301       (3 1 2 1 2)     583.713              79.093              
4302       (3 5 2 1 2)     620.407              79.098              
4303       (3 3 2 5 2)     657.177              79.099              
4304       (2 3 2 1 2)     632.480              79.099              
4305       (3 3 2 1 2)     667.365              79.104              
