Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
2763       (0 4 0 0 0)     12.920               76.975              
2764       (5 3 2 1 2)     7.256                76.984              
2765       (3 7 2 1 2)     12.254               76.978              
2766       (3 3 2 1 2)     7.174                76.979              
2767       (0 4 1 1 1)     12.438               76.965              
2768       (3 0 2 3 2)     7.256                76.959              
2769       (3 3 2 1 2)     12.674               76.968              
2770       (3 1 1 1 2)     13.595               76.976              
2771       (3 3 2 1 2)     7.246                76.984              
2772       (3 3 2 1 2)     12.870               76.992              
2773       (3 1 1 1 1)     7.228                76.994              
2774       (3 3 2 1 2)     13.146               77.002              
2775       (3 3 2 1 2)     7.616                77.010              
2776       (3 3 2 1 2)     11.607               77.018              
2777       (5 1 2 1 2)     7.185                77.019              
2778       (0 5 1 1 1)     12.571               77.021              
2779       (3 3 2 1 2)     7.278                77.022              
2780       (5 3 0 2 3)     10.105               76.994              
2781       (5 5 1 1 1)     13.228               76.988              
2782       (3 3 2 1 2)     7.196                76.996              
2783       (3 3 2 1 2)     12.705               77.004              
2784       (3 3 2 1 2)     7.963                77.013              
2785       (3 3 2 1 2)     12.428               77.014              
2786       (3 3 2 1 2)     7.186                77.022              
2787       (5 1 0 4 3)     12.439               76.994              
2788       (3 5 2 1 1)     7.206                77.003              
2789       (3 3 2 1 2)     7.944                77.011              
2790       (5 3 2 1 2)     7.933                77.019              
2791       (3 5 2 1 2)     7.945                77.027              
2792       (3 5 1 1 1)     12.767               77.035              
2793       (5 1 0 5 3)     7.217                77.015              
2794       (3 5 2 1 2)     12.214               77.023              
2795       (3 5 2 1 2)     7.206                77.024              
2796       (3 3 2 1 2)     12.756               77.033              
2797       (3 0 2 4 2)     7.964                77.026              
2798       (3 3 2 1 2)     12.449               77.035              
2799       (3 1 1 1 2)     7.267                77.043              
2800       (3 7 1 1 2)     13.083               77.037              
2801       (0 3 1 0 1)     7.217                77.038              
2802       (3 3 2 1 2)     12.634               77.046              
2803       (3 3 2 1 2)     7.216                77.054              
2804       (3 5 2 1 1)     7.883                77.062              
2805       (0 5 1 1 2)     12.450               77.049              
2806       (5 3 2 1 2)     7.272                77.057              
2807       (7 4 0 3 1)     12.853               77.037              
2808       (3 1 1 1 2)     7.226                77.038              
2809       (3 3 2 1 2)     12.234               77.039              
2810       (3 3 2 1 2)     13.238               77.047              
2811       (0 4 0 0 0)     7.221                77.027              
2812       (3 5 2 1 2)     13.116               77.035              
2813       (3 0 2 0 2)     7.248                77.029              
2814       (7 5 1 3 1)     12.726               77.023              
2815       (3 3 2 1 2)     7.249                77.031              
2816       (3 5 1 1 2)     12.532               77.039              
2817       (3 3 2 1 2)     7.191                77.048              
2818       (4 3 2 1 2)     12.773               77.049              
2819       (5 5 2 1 1)     7.222                77.050              
2820       (3 1 2 4 2)     12.972               77.044              
2821       (5 5 2 1 2)     7.254                77.030              
2822       (3 3 2 1 2)     12.170               77.039              
2823       (3 5 2 1 2)     13.663               77.047              
2824       (3 5 1 1 2)     7.205                77.055              
2825       (3 5 1 1 2)     13.033               77.056              
2826       (3 5 2 1 1)     7.216                77.043              
2827       (3 5 1 1 2)     13.162               77.051              
2828       (3 3 2 1 2)     7.165                77.059              
2829       (3 3 2 1 2)     12.439               77.067              
2830       (3 4 2 1 1)     7.201                77.068              
2831       (3 1 2 1 2)     12.805               77.076              
2832       (3 3 2 1 2)     7.202                77.084              
2833       (3 3 2 1 2)     12.306               77.092              
2834       (3 5 2 1 2)     7.232                77.101              
2835       (6 3 2 1 2)     13.628               77.102              
2836       (3 3 0 1 1)     7.231                77.096              
2837       (0 1 0 0 0)     12.275               77.082              
2838       (5 1 1 1 2)     7.238                77.083              
2839       (5 3 2 1 2)     12.592               77.092              
2840       (3 7 2 1 2)     7.172                77.086              
2841       (5 3 2 1 2)     12.796               77.094              
2842       (3 1 1 1 2)     7.204                77.095              
2843       (0 4 0 2 1)     9.449                77.082              
2844       (3 5 1 1 1)     7.433                77.083              
2845       (3 3 2 1 2)     12.262               77.091              
2846       (3 5 2 1 2)     7.172                77.092              
2847       (3 3 2 1 2)     7.871                77.100              
2848       (3 3 2 1 2)     12.378               77.108              
2849       (3 5 2 1 2)     7.258                77.116              
2850       (5 3 2 1 2)     12.398               77.110              
2851       (3 1 2 1 2)     7.205                77.111              
2852       (5 1 1 1 1)     11.791               77.112              
2853       (3 5 1 1 2)     7.244                77.113              
2854       (3 3 2 1 2)     13.371               77.121              
2855       (3 3 2 1 2)     7.207                77.129              
2856       (0 4 0 0 0)     12.439               77.109              
2857       (3 3 2 1 2)     7.181                77.103              
2858       (3 7 2 1 2)     12.618               77.104              
2859       (3 1 2 1 2)     7.217                77.112              
2860       (5 1 2 1 2)     12.472               77.113              
2861       (3 3 2 1 2)     7.191                77.121              
2862       (6 1 1 1 2)     7.995                77.122              
2863       (0 5 1 1 1)     12.501               77.123              
2864       (2 3 0 4 0)     7.186                77.103              
2865       (5 3 2 1 2)     12.776               77.104              
2866       (3 3 2 1 2)     7.182                77.112              
2867       (3 7 2 1 2)     12.215               77.099              
2868       (3 3 2 1 2)     7.228                77.107              
2869       (3 1 2 1 2)     12.868               77.101              
2870       (0 4 0 0 3)     7.171                77.081              
2871       (3 3 2 1 2)     12.501               77.089              
2872       (3 5 1 1 2)     7.216                77.097              
2873       (3 5 1 1 2)     11.178               77.098              
2874       (0 4 1 2 1)     7.242                77.085              
2875       (2 5 1 1 2)     12.522               77.093              
2876       (3 3 2 1 2)     7.190                77.101              
2877       (3 7 2 1 2)     13.495               77.102              
2878       (3 3 2 1 2)     13.668               77.110              
2879       (3 1 2 1 2)     13.381               77.118              
2880       (3 3 2 1 2)     13.187               77.126              
2881       (5 3 2 1 2)     7.192                77.127              
2882       (3 1 2 1 2)     12.911               77.128              
2883       (3 7 2 1 2)     7.212                77.122              
2884       (1 0 0 5 3)     12.412               77.095              
2885       (0 4 0 0 0)     7.239                77.076              
2886       (3 3 2 1 2)     13.586               77.083              
2887       (3 1 2 1 1)     7.174                77.078              
2888       (3 1 2 1 1)     12.000               77.079              
2889       (3 4 0 5 0)     7.223                77.059              
2890       (3 1 2 5 2)     13.150               77.046              
2891       (3 3 2 1 2)     7.201                77.054              
2892       (3 3 2 1 2)     12.987               77.055              
2893       (3 5 2 1 2)     7.223                77.063              
2894       (0 1 1 3 1)     12.133               77.043              
2895       (7 4 0 0 0)     7.310                77.017              
2896       (3 3 2 1 2)     10.049               77.018              
2897       (3 5 1 1 1)     7.483                77.026              
2898       (3 3 2 1 2)     12.610               77.033              
2899       (4 3 2 2 2)     7.208                77.028              
2900       (3 3 2 1 1)     12.976               77.036              
2901       (3 5 2 1 1)     7.192                77.037              
2902       (4 3 2 1 2)     12.948               77.024              
2903       (3 1 1 1 2)     7.206                77.018              
2904       (5 3 2 1 2)     12.307               77.019              
2905       (0 2 0 0 0)     7.223                76.999              
2906       (3 3 2 1 2)     10.081               77.007              
2907       (3 7 2 1 2)     7.295                77.008              
2908       (5 1 1 1 2)     12.368               77.009              
2909       (0 4 0 0 0)     7.213                76.990              
2910       (3 7 1 1 2)     7.929                76.991              
2911       (3 1 2 1 2)     12.491               76.992              
2912       (3 1 2 1 2)     7.210                76.986              
2913       (5 3 0 0 0)     12.990               76.966              
2914       (3 1 2 1 1)     7.192                76.967              
2915       (3 3 2 1 2)     12.439               76.975              
2916       (3 3 2 1 2)     7.227                76.969              
2917       (0 1 1 2 1)     12.900               76.957              
2918       (5 1 1 2 2)     7.182                76.944              
2919       (3 5 1 1 2)     12.319               76.945              
2920       (3 1 2 1 2)     7.227                76.946              
2921       (5 3 2 1 1)     12.963               76.947              
2922       (3 1 1 1 2)     7.193                76.948              
2923       (3 2 2 4 2)     13.617               76.943              
2924       (3 6 0 1 2)     7.185                76.944              
2925       (5 3 2 1 2)     12.776               76.931              
2926       (3 1 2 1 2)     7.961                76.939              
2927       (5 1 1 1 1)     12.481               76.940              
2928       (3 4 2 3 1)     7.186                76.934              
2929       (3 5 2 1 2)     12.736               76.935              
2930       (3 1 1 1 2)     7.257                76.936              
2931       (5 3 2 1 2)     12.604               76.937              
2932       (4 3 2 1 2)     7.933                76.945              
2933       (5 3 2 1 2)     7.944                76.946              
2934       (3 3 2 1 2)     12.983               76.954              
2935       (3 3 2 1 2)     13.340               76.962              
2936       (3 5 1 1 2)     7.247                76.963              
2937       (5 3 2 1 2)     12.777               76.971              
2938       (3 3 2 1 2)     7.195                76.979              
2939       (3 3 2 1 2)     12.869               76.980              
2940       (3 1 1 1 2)     7.278                76.987              
2941       (3 3 2 1 2)     12.482               76.995              
2942       (5 3 2 1 3)     7.172                76.996              
2943       (0 5 1 3 1)     12.855               76.990              
2944       (0 5 1 3 1)     7.243                76.985              
2945       (3 5 2 1 2)     12.543               76.993              
2946       (3 1 2 1 2)     8.187                77.000              
2947       (3 3 2 1 2)     13.504               77.008              
2948       (5 3 1 1 1)     7.204                77.009              
2949       (3 3 2 1 2)     12.665               77.017              
2950       (3 3 2 1 2)     7.214                77.025              
2951       (3 3 2 1 2)     12.234               77.033              
2952       (3 5 2 5 2)     7.162                77.027              
2953       (3 5 1 1 2)     7.939                77.028              
2954       (3 1 2 1 2)     13.013               77.029              
2955       (3 3 2 1 2)     7.213                77.037              
2956       (3 3 2 1 2)     10.069               77.044              
2957       (3 1 2 1 2)     7.446                77.045              
2958       (5 1 1 1 1)     12.388               77.046              
2959       (3 1 1 1 1)     7.244                77.041              
2960       (3 1 2 1 2)     11.927               77.042              
2961       (3 1 2 1 2)     7.198                77.043              
2962       (3 0 2 4 2)     12.408               77.030              
2963       (2 3 2 1 2)     7.199                77.038              
2964       (3 3 2 1 2)     13.708               77.046              
2965       (3 7 1 1 2)     7.216                77.053              
2966       (3 5 2 1 2)     12.158               77.054              
2967       (3 5 2 1 2)     7.181                77.062              
2968       (4 3 2 2 2)     12.718               77.050              
2969       (3 3 2 1 2)     7.259                77.044              
2970       (3 5 2 1 1)     12.961               77.051              
2971       (3 4 0 5 2)     13.432               77.039              
2972       (3 5 2 2 2)     7.222                77.040              
2973       (3 5 2 1 2)     12.402               77.041              
2974       (5 3 2 1 2)     7.202                77.049              
2975       (3 5 2 1 2)     12.869               77.056              
2976       (3 1 2 1 2)     7.225                77.051              
2977       (5 3 2 2 3)     13.172               77.045              
2978       (0 4 0 0 0)     7.219                77.026              
2979       (3 4 1 5 2)     13.422               77.020              
2980       (3 3 2 1 2)     7.151                77.028              
2981       (5 1 0 2 1)     12.981               77.009              
2982       (3 3 2 1 2)     7.447                77.016              
2983       (3 5 2 4 2)     12.355               77.017              
2984       (4 3 2 1 2)     7.202                77.018              
2985       (1 0 0 5 3)     12.855               76.993              
2986       (3 5 1 1 2)     7.227                77.000              
2987       (3 1 2 1 2)     12.337               77.008              
2988       (3 5 2 1 2)     7.224                77.016              
2989       (3 3 2 1 2)     13.166               77.023              
2990       (5 2 2 1 2)     7.222                77.018              
2991       (5 1 2 2 2)     13.239               77.005              
2992       (1 4 1 2 1)     7.267                76.993              
2993       (3 3 2 1 2)     13.086               77.001              
2994       (3 5 2 1 2)     7.213                77.008              
2995       (0 5 1 1 2)     12.675               77.003              
2996       (3 1 2 1 2)     7.202                77.004              
2997       (3 5 2 1 2)     12.245               77.005              
2998       (3 3 2 1 2)     7.212                77.012              
2999       (3 3 2 1 2)     12.825               77.020              
3000       (3 1 2 2 2)     7.300                77.014              
3001       (3 3 2 1 2)     12.277               77.022              
3002       (0 5 1 3 1)     7.277                77.010              
3003       (3 5 1 1 2)     11.866               77.011              
3004       (3 5 1 1 2)     7.259                77.012              
3005       (3 3 2 1 2)     10.137               77.019              
3006       (3 3 2 1 2)     7.319                77.027              
3007       (3 5 2 1 2)     12.787               77.035              
3008       (3 3 2 1 2)     7.200                77.036              
3009       (3 3 2 1 2)     12.897               77.043              
3010       (3 1 1 1 2)     7.205                77.051              
3011       (3 3 2 1 2)     12.784               77.058              
3012       (3 3 2 1 2)     7.286                77.066              
3013       (0 3 0 2 1)     10.047               77.054              
3014       (4 4 0 2 0)     7.458                77.028              
3015       (5 3 2 1 2)     10.062               77.036              
3016       (3 5 1 1 2)     7.432                77.043              
3017       (3 3 2 1 2)     12.385               77.051              
3018       (3 5 2 1 2)     7.196                77.052              
3019       (3 5 2 1 2)     12.927               77.060              
3020       (3 5 2 1 2)     7.243                77.061              
3021       (4 1 1 2 0)     12.395               77.048              
3022       (3 1 2 1 2)     7.274                77.049              
3023       (3 3 2 1 2)     10.084               77.057              
3024       (0 4 0 5 3)     13.040               77.038              
3025       (3 3 2 1 2)     10.081               77.046              
3026       (3 5 1 1 2)     7.514                77.047              
3027       (3 5 2 1 2)     8.913                77.048              
3028       (3 5 2 1 2)     7.401                77.049              
3029       (3 1 2 1 2)     12.738               77.050              
3030       (3 3 2 1 2)     7.233                77.057              
3031       (5 1 1 1 2)     12.898               77.051              
3032       (3 1 0 5 2)     7.229                77.046              
3033       (2 4 1 2 2)     12.480               77.047              
3034       (3 5 2 1 2)     7.278                77.054              
3035       (3 3 2 1 2)     12.429               77.062              
3036       (5 3 2 1 2)     7.216                77.056              
3037       (3 5 2 1 2)     13.473               77.064              
3038       (3 5 1 1 2)     7.248                77.071              
3039       (3 1 2 5 2)     12.935               77.059              
3040       (3 3 2 1 2)     7.169                77.067              
3041       (3 3 2 1 2)     12.612               77.074              
3042       (3 3 2 1 2)     7.232                77.069              
3043       (3 5 2 1 2)     12.717               77.070              
3044       (3 7 2 1 2)     7.214                77.071              
3045       (3 1 2 1 2)     12.194               77.072              
3046       (5 3 0 0 0)     7.258                77.053              
3047       (6 1 2 5 2)     10.031               77.041              
3048       (3 1 2 1 2)     13.388               77.042              
3049       (0 3 0 0 1)     7.258                77.036              
3050       (3 3 0 5 3)     12.808               77.024              
3051       (3 1 2 1 2)     7.545                77.025              
3052       (3 3 2 1 2)     12.941               77.032              
3053       (0 4 0 0 1)     7.249                77.020              
3054       (3 1 1 1 2)     13.184               77.015              
3055       (3 1 2 1 2)     7.207                77.016              
3056       (3 5 0 5 3)     12.101               77.004              
3057       (3 1 2 1 2)     7.247                77.005              
3058       (3 5 2 1 2)     12.488               77.006              
3059       (3 5 1 5 2)     7.198                76.993              
3060       (3 3 2 1 2)     12.404               76.994              
3061       (2 1 2 1 2)     7.257                76.995              
3062       (4 1 2 2 1)     12.167               76.983              
3063       (3 1 2 1 2)     13.436               76.984              
3064       (6 3 2 1 2)     7.279                76.985              
3065       (3 3 2 1 2)     13.494               76.986              
3066       (2 5 2 1 2)     7.248                76.994              
3067       (7 5 1 3 1)     12.798               76.988              
3068       (3 0 2 0 2)     7.232                76.983              
3069       (3 1 2 1 2)     13.064               76.984              
3070       (4 1 1 1 1)     7.232                76.972              
3071       (0 6 1 0 1)     12.430               76.966              
3072       (2 3 2 1 2)     7.197                76.974              
3073       (0 3 1 1 1)     13.093               76.968              
3074       (3 1 2 1 2)     7.187                76.969              
3075       (3 3 2 1 2)     13.617               76.977              
3076       (5 3 2 1 1)     7.226                76.984              
3077       (3 5 2 1 2)     12.643               76.992              
3078       (0 2 0 2 1)     7.221                76.973              
3079       (3 3 2 1 2)     12.815               76.981              
3080       (0 2 1 0 0)     7.479                76.962              
3081       (5 3 2 1 2)     10.053               76.963              
3082       (3 5 1 1 1)     7.463                76.964              
3083       (3 3 2 1 2)     12.828               76.971              
3084       (5 3 2 1 1)     7.165                76.979              
3085       (3 4 0 5 3)     12.922               76.967              
3086       (3 3 2 1 2)     7.323                76.974              
3087       (0 5 1 1 1)     12.354               76.969              
3088       (5 3 2 1 2)     7.246                76.970              
3089       (3 5 1 2 2)     10.191               76.964              
3090       (5 3 2 1 2)     7.333                76.972              
3091       (5 3 2 1 2)     12.609               76.973              
3092       (3 5 2 1 2)     7.268                76.974              
3093       (3 3 2 1 2)     12.228               76.981              
3094       (3 5 2 1 2)     7.280                76.982              
3095       (3 1 2 1 2)     10.080               76.983              
3096       (0 3 1 1 2)     7.540                76.984              
3097       (3 1 1 1 2)     12.297               76.985              
3098       (3 5 1 2 1)     13.459               76.986              
3099       (3 1 2 1 2)     7.180                76.987              
3100       (3 3 2 1 1)     12.767               76.982              
3101       (3 3 2 1 2)     7.218                76.989              
3102       (0 5 1 1 1)     12.326               76.990              
3103       (6 5 2 1 2)     7.191                76.991              
3104       (0 5 1 1 1)     12.015               76.979              
3105       (3 5 2 1 2)     7.327                76.986              
3106       (3 1 1 1 2)     10.083               76.994              
3107       (5 3 2 1 2)     7.257                76.995              
3108       (5 1 2 1 2)     12.890               76.989              
3109       (3 3 2 1 2)     7.246                76.997              
3110       (5 3 2 1 1)     12.501               76.998              
3111       (3 3 2 1 2)     7.227                76.999              
3112       (5 3 2 1 1)     13.084               77.006              
3113       (3 3 2 1 2)     7.226                77.007              
3114       (3 1 2 1 2)     12.592               77.008              
3115       (0 5 1 3 1)     7.227                76.996              
3116       (3 1 1 1 2)     12.275               76.991              
3117       (5 3 1 1 1)     7.267                76.992              
3118       (3 7 1 1 2)     13.094               76.993              
3119       (3 5 2 1 2)     7.186                76.994              
3120       (3 3 2 1 2)     12.456               77.001              
3121       (3 3 2 1 2)     7.205                77.008              
3122       (3 5 2 1 2)     13.155               77.009              
3123       (2 3 2 1 2)     7.186                77.017              
3124       (3 1 1 1 2)     13.063               77.018              
3125       (5 3 2 1 1)     7.215                77.025              
3126       (3 5 2 1 2)     12.920               77.032              
3127       (3 5 2 1 2)     7.267                77.040              
3128       (3 3 2 1 2)     12.121               77.047              
3129       (0 3 0 2 1)     7.247                77.042              
3130       (3 3 2 1 2)     12.202               77.049              
3131       (3 5 1 1 2)     7.246                77.056              
3132       (3 5 2 1 2)     10.164               77.057              
3133       (4 3 0 2 1)     7.461                77.052              
3134       (3 3 2 1 2)     12.693               77.059              
3135       (3 1 2 1 2)     7.205                77.060              
3136       (2 5 0 3 0)     13.594               77.048              
3137       (3 5 2 1 2)     7.247                77.049              
3138       (3 1 2 1 2)     12.704               77.044              
3139       (0 1 1 1 2)     7.278                77.038              
3140       (3 1 1 1 2)     12.428               77.026              
3141       (3 1 1 1 1)     7.382                77.027              
3142       (3 1 2 1 2)     12.306               77.028              
3143       (3 3 2 1 2)     7.257                77.029              
3144       (3 3 2 1 2)     12.406               77.037              
3145       (5 3 2 1 2)     7.223                77.044              
3146       (5 3 1 1 2)     12.932               77.051              
3147       (3 5 2 1 1)     7.202                77.052              
3148       (3 5 1 1 1)     12.417               77.059              
3149       (3 3 2 1 2)     7.187                77.060              
3150       (3 3 2 1 2)     12.982               77.061              
3151       (3 5 1 1 2)     13.299               77.062              
3152       (3 5 2 1 2)     7.217                77.069              
3153       (3 5 2 1 2)     12.592               77.077              
3154       (3 3 2 1 2)     7.391                77.084              
3155       (3 5 2 1 2)     13.313               77.091              
3156       (3 5 2 1 2)     7.236                77.099              
3157       (3 5 2 1 2)     13.216               77.099              
3158       (0 4 1 0 0)     12.500               77.081              
3159       (2 4 0 3 0)     10.135               77.063              
3160       (4 3 2 1 1)     7.482                77.064              
3161       (3 3 2 1 2)     12.689               77.071              
3162       (3 1 2 1 2)     7.245                77.066              
3163       (7 4 0 5 0)     12.722               77.042              
3164       (2 0 0 2 0)     7.217                77.017              
3165       (3 1 1 1 2)     12.399               77.018              
3166       (3 1 1 1 2)     13.439               77.013              
3167       (5 1 2 1 2)     7.217                77.008              
3168       (3 5 2 1 2)     13.013               77.015              
3169       (3 1 2 1 2)     7.206                77.016              
3170       (2 5 2 2 2)     12.317               77.010              
3171       (3 5 1 1 2)     7.267                77.018              
3172       (3 1 2 1 2)     12.706               77.019              
3173       (3 1 2 1 2)     7.236                77.020              
3174       (0 4 0 0 1)     12.880               77.008              
3175       (5 3 2 2 1)     7.227                77.003              
3176       (3 1 1 1 2)     12.265               77.010              
3177       (3 5 1 1 2)     13.330               77.011              
3178       (3 5 1 1 1)     7.236                77.018              
3179       (4 3 2 1 1)     12.264               77.013              
3180       (3 3 2 1 2)     8.240                77.020              
3181       (0 4 1 2 2)     13.595               77.008              
3182       (5 1 2 1 2)     7.226                77.003              
3183       (3 5 2 1 2)     12.823               77.004              
3184       (3 3 2 1 2)     7.188                77.011              
3185       (2 5 1 3 1)     12.113               77.006              
3186       (5 3 2 1 1)     7.209                77.007              
3187       (5 3 2 1 1)     13.404               77.014              
3188       (4 3 2 1 1)     7.208                77.015              
3189       (3 5 1 1 1)     12.985               77.016              
3190       (3 1 2 1 2)     13.731               77.017              
3191       (3 3 2 1 2)     13.473               77.024              
3192       (3 1 2 1 2)     7.218                77.031              
3193       (3 3 2 1 2)     12.226               77.032              
3194       (4 1 2 1 2)     7.260                77.033              
3195       (3 3 2 1 2)     12.378               77.040              
3196       (3 5 2 1 2)     7.175                77.047              
3197       (3 3 2 1 2)     12.729               77.048              
3198       (3 1 1 1 2)     7.240                77.055              
3199       (5 3 2 1 2)     13.179               77.062              
3200       (3 3 2 1 2)     7.178                77.070              
3201       (3 3 2 1 2)     12.349               77.077              
3202       (5 1 2 1 2)     7.271                77.084              
3203       (3 0 0 2 3)     12.520               77.066              
3204       (0 5 1 3 1)     7.250                77.061              
3205       (3 3 2 1 2)     12.370               77.068              
3206       (3 3 2 1 2)     7.229                77.075              
3207       (4 2 2 2 1)     12.697               77.064              
3208       (5 3 2 1 2)     7.207                77.071              
3209       (4 3 2 1 2)     12.369               77.065              
3210       (5 1 2 1 2)     7.186                77.066              
3211       (0 4 0 0 3)     7.967                77.049              
3212       (3 1 2 1 2)     13.118               77.049              
3213       (3 3 2 1 2)     7.186                77.057              
3214       (3 1 2 1 2)     13.771               77.058              
3215       (4 3 2 1 2)     7.237                77.058              
3216       (3 3 2 1 2)     7.894                77.066              
3217       (3 3 2 1 2)     12.738               77.073              
3218       (2 3 2 1 2)     7.299                77.080              
3219       (5 3 2 1 2)     12.739               77.087              
3220       (6 3 2 1 2)     8.010                77.088              
3221       (2 1 1 1 2)     12.391               77.095              
3222       (3 7 2 1 2)     7.237                77.090              
3223       (3 3 2 1 2)     12.697               77.097              
3224       (3 5 2 1 1)     7.217                77.104              
3225       (0 3 1 1 1)     12.530               77.099              
3226       (3 1 2 1 2)     7.201                77.099              
3227       (3 1 2 1 2)     12.626               77.100              
3228       (3 5 2 1 2)     8.314                77.101              
3229       (3 3 2 1 2)     8.455                77.102              
3230       (5 6 1 2 2)     7.185                77.091              
3231       (1 5 1 3 1)     12.918               77.085              
3232       (5 3 2 1 1)     7.274                77.086              
3233       (0 5 1 3 1)     12.349               77.081              
3234       (5 3 2 1 2)     7.208                77.082              
3235       (3 1 2 1 2)     12.737               77.083              
3236       (2 5 0 2 2)     7.260                77.071              
3237       (3 7 2 1 2)     12.659               77.072              
3238       (3 3 2 1 2)     7.240                77.079              
3239       (5 1 0 2 1)     12.093               77.062              
3240       (3 5 2 1 2)     7.229                77.063              
3241       (3 5 2 1 2)     9.836                77.070              
3242       (0 5 2 2 2)     7.501                77.064              
3243       (3 1 1 1 2)     12.246               77.065              
3244       (3 3 2 1 1)     7.239                77.066              
3245       (3 5 2 1 2)     12.913               77.067              
3246       (0 5 1 5 2)     7.230                77.056              
3247       (0 5 1 3 1)     12.401               77.038              
3248       (3 3 2 1 2)     7.229                77.045              
3249       (0 5 1 2 1)     12.401               77.046              
3250       (5 3 2 1 1)     7.219                77.047              
3251       (5 3 2 1 2)     10.127               77.054              
3252       (3 5 2 1 2)     7.434                77.055              
3253       (3 5 2 1 2)     13.047               77.056              
3254       (2 5 1 1 2)     7.271                77.057              
3255       (3 1 2 1 2)     13.168               77.058              
3256       (3 5 2 4 2)     7.240                77.059              
3257       (3 1 2 1 2)     12.952               77.066              
3258       (5 3 2 1 2)     7.259                77.073              
3259       (3 5 2 1 2)     12.319               77.080              
3260       (3 1 2 1 2)     7.208                77.075              
3261       (4 5 2 1 2)     12.513               77.075              
3262       (0 2 0 0 0)     7.168                77.058              
3263       (2 1 2 1 2)     13.732               77.053              
3264       (3 1 2 1 2)     7.250                77.054              
3265       (3 3 2 1 2)     12.934               77.061              
3266       (4 6 2 2 3)     7.219                77.043              
3267       (3 1 1 1 2)     13.353               77.044              
3268       (3 3 2 1 2)     7.198                77.051              
3269       (3 3 2 1 2)     12.851               77.058              
3270       (0 4 0 0 0)     13.261               77.041              
3271       (3 5 2 1 2)     7.280                77.048              
3272       (3 3 2 1 2)     12.052               77.055              
3273       (3 1 2 1 2)     7.208                77.056              
3274       (3 3 2 1 2)     12.247               77.063              
3275       (3 1 2 5 1)     7.229                77.051              
3276       (0 3 1 1 2)     12.430               77.052              
3277       (7 4 0 3 0)     7.407                77.029              
3278       (3 1 1 1 2)     10.167               77.023              
3279       (4 3 2 2 2)     7.453                77.024              
3280       (3 3 2 1 2)     12.267               77.031              
3281       (5 5 2 5 3)     7.289                77.020              
3282       (3 3 2 1 2)     12.799               77.015              
3283       (3 5 2 1 2)     7.220                77.022              
3284       (3 3 2 1 2)     10.118               77.029              
3285       (7 4 0 3 0)     7.300                77.005              
3286       (3 5 1 1 2)     12.922               77.012              
3287       (3 3 2 1 2)     7.527                77.019              
3288       (4 1 1 1 2)     12.390               77.020              
3289       (5 5 2 1 1)     7.234                77.021              
3290       (3 3 2 1 2)     12.426               77.028              
3291       (3 3 2 1 2)     7.220                77.035              
3292       (0 3 0 2 3)     13.046               77.024              
3293       (3 1 2 1 2)     7.251                77.031              
3294       (3 5 1 1 1)     9.503                77.038              
3295       (5 4 0 2 3)     7.302                77.015              
3296       (3 5 1 1 1)     12.554               77.022              
3297       (3 5 2 1 2)     7.249                77.029              
3298       (3 1 2 1 2)     12.360               77.029              
3299       (3 1 2 1 2)     7.219                77.030              
3300       (3 3 2 1 2)     12.319               77.037              
3301       (5 1 2 1 2)     7.188                77.038              
3302       (0 4 1 3 1)     10.142               77.027              
3303       (5 3 2 1 1)     7.296                77.034              
3304       (4 3 2 1 1)     12.297               77.035              
3305       (3 1 2 1 2)     7.209                77.030              
3306       (5 1 1 1 1)     13.435               77.031              
3307       (3 7 2 1 2)     7.208                77.025              
3308       (5 3 2 1 2)     13.487               77.032              
3309       (2 3 0 4 0)     7.219                77.015              
3310       (5 1 1 1 2)     12.871               77.016              
3311       (0 5 1 2 1)     7.241                77.017              
3312       (0 3 1 1 2)     12.452               77.018              
3313       (3 1 2 1 2)     7.239                77.019              
3314       (3 3 2 1 2)     12.487               77.026              
3315       (4 3 2 1 2)     7.188                77.033              
3316       (3 5 2 1 2)     12.893               77.039              
3317       (3 1 1 1 2)     7.229                77.034              
3318       (3 5 1 1 1)     12.348               77.041              
3319       (4 3 2 1 2)     7.229                77.042              
3320       (5 3 2 1 2)     12.165               77.043              
3321       (0 5 2 1 2)     13.650               77.032              
3322       (2 1 1 1 2)     7.199                77.033              
3323       (3 5 2 1 2)     12.912               77.034              
3324       (3 5 1 1 2)     10.147               77.041              
3325       (3 1 2 1 2)     7.373                77.041              
3326       (3 5 1 1 2)     12.953               77.042              
3327       (0 4 0 0 0)     7.229                77.025              
3328       (3 5 1 1 2)     12.380               77.026              
3329       (3 5 0 2 3)     7.209                77.009              
3330       (3 5 2 1 2)     13.466               77.016              
3331       (5 3 2 1 2)     7.270                77.023              
3332       (3 5 2 1 2)     12.995               77.030              
3333       (5 5 1 1 1)     13.741               77.025              
3334       (5 3 2 1 2)     7.157                77.025              
3335       (3 1 2 1 2)     9.800                77.032              
3336       (3 3 2 4 2)     7.517                77.033              
3337       (3 3 2 1 2)     12.954               77.040              
3338       (3 1 2 1 2)     7.229                77.041              
3339       (3 5 1 1 2)     12.667               77.048              
3340       (3 5 2 1 2)     7.248                77.055              
3341       (3 1 1 1 2)     12.452               77.062              
3342       (3 5 1 1 1)     7.261                77.063              
