Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
3027       (3 1 1 1 2)     9.165                77.490              
3028       (3 5 1 1 1)     9.228                77.491              
3029       (3 3 2 1 2)     9.112                77.498              
3030       (3 3 2 1 2)     9.103                77.506              
3031       (0 1 1 5 1)     9.084                77.487              
3032       (3 1 2 0 1)     9.102                77.481              
3033       (2 1 1 0 2)     9.167                77.475              
3034       (3 1 2 1 2)     9.100                77.476              
3035       (3 3 2 1 2)     15.012               77.484              
3036       (3 3 2 1 2)     9.157                77.478              
3037       (3 5 2 1 2)     15.511               77.485              
3038       (3 5 1 1 1)     9.468                77.486              
3039       (3 3 1 1 2)     9.177                77.493              
3040       (3 3 2 1 2)     9.158                77.501              
3041       (3 3 2 1 2)     9.108                77.508              
3042       (3 1 1 1 2)     9.177                77.516              
3043       (3 1 2 1 2)     9.159                77.510              
3044       (3 3 2 1 1)     9.157                77.511              
3045       (3 3 2 1 2)     9.173                77.518              
3046       (2 3 0 0 2)     9.188                77.506              
3047       (3 1 1 1 2)     9.116                77.507              
3048       (3 1 1 1 2)     10.026               77.514              
3049       (4 3 0 0 1)     12.397               77.502              
3050       (3 6 0 0 0)     9.162                77.483              
3051       (3 1 2 1 2)     9.244                77.484              
3052       (3 3 2 1 2)     9.127                77.491              
3053       (2 2 0 0 1)     9.126                77.472              
3054       (3 5 2 1 0)     9.201                77.473              
3055       (3 3 2 1 2)     9.144                77.480              
3056       (3 5 1 0 1)     14.745               77.475              
3057       (3 1 2 1 2)     9.271                77.475              
3058       (3 1 1 1 2)     9.268                77.476              
3059       (3 5 2 1 1)     9.227                77.477              
3060       (3 3 1 1 2)     9.116                77.484              
3061       (2 1 1 0 1)     10.077               77.479              
3062       (4 3 2 0 0)     12.331               77.473              
3063       (3 3 2 1 2)     9.185                77.480              
3064       (3 3 2 1 1)     9.196                77.475              
3065       (3 3 2 1 2)     9.193                77.476              
3066       (3 1 2 1 2)     9.155                77.470              
3067       (2 5 1 0 1)     9.145                77.464              
3068       (3 1 2 1 1)     9.114                77.458              
3069       (3 3 2 1 2)     9.218                77.466              
3070       (0 2 0 0 3)     9.186                77.441              
3071       (0 5 1 5 1)     9.104                77.435              
3072       (3 3 2 1 2)     9.172                77.436              
3073       (3 3 1 1 2)     10.057               77.437              
3074       (3 3 2 5 0)     9.249                77.431              
3075       (3 3 2 1 2)     9.532                77.438              
3076       (4 3 2 1 1)     9.199                77.439              
3077       (3 5 2 1 2)     9.125                77.446              
3078       (6 1 1 0 1)     9.168                77.441              
3079       (3 3 2 1 2)     9.176                77.448              
3080       (1 2 0 0 1)     9.187                77.429              
3081       (4 3 2 1 2)     9.186                77.437              
3082       (3 5 2 1 1)     9.258                77.444              
3083       (3 3 2 1 1)     9.196                77.445              
3084       (4 3 2 5 1)     9.207                77.439              
3085       (3 5 0 0 0)     9.117                77.421              
3086       (3 3 2 1 2)     9.187                77.428              
3087       (3 5 1 1 1)     9.175                77.429              
3088       (0 3 2 0 1)     9.177                77.417              
3089       (3 5 2 1 1)     10.087               77.417              
3090       (5 3 2 1 1)     10.066               77.418              
3091       (3 3 2 1 1)     9.568                77.413              
3092       (3 5 1 1 2)     9.186                77.420              
3093       (3 3 2 1 1)     9.268                77.421              
3094       (3 1 1 1 2)     9.186                77.422              
3095       (3 1 2 1 2)     9.124                77.422              
3096       (3 1 1 1 2)     9.104                77.423              
3097       (3 3 1 1 2)     9.097                77.431              
3098       (2 5 1 0 1)     10.057               77.425              
3099       (2 3 2 1 2)     9.309                77.426              
3100       (3 7 1 1 1)     9.106                77.433              
3101       (3 3 2 1 0)     9.176                77.434              
3102       (3 5 1 1 1)     9.124                77.441              
3103       (6 1 1 1 1)     9.196                77.436              
3104       (3 1 2 1 1)     9.187                77.430              
3105       (3 5 2 1 2)     9.156                77.437              
3106       (3 1 1 1 2)     9.197                77.444              
3107       (4 1 2 1 1)     15.566               77.439              
3108       (6 1 1 1 1)     9.202                77.433              
3109       (3 3 2 1 2)     9.176                77.441              
3110       (3 3 2 1 1)     9.199                77.441              
3111       (3 3 2 1 1)     9.176                77.449              
3112       (5 3 2 1 1)     9.145                77.456              
3113       (3 1 1 1 2)     15.688               77.457              
3114       (3 3 2 1 2)     9.197                77.464              
3115       (0 0 1 0 1)     9.136                77.452              
3116       (3 1 2 1 1)     9.133                77.446              
3117       (2 3 1 1 1)     15.125               77.447              
3118       (3 5 1 1 2)     9.186                77.448              
3119       (3 5 1 1 2)     9.134                77.455              
3120       (3 3 2 1 2)     9.188                77.462              
3121       (3 3 2 1 2)     9.122                77.470              
3122       (3 1 1 1 2)     9.145                77.470              
3123       (2 3 2 1 2)     15.351               77.478              
3124       (3 5 1 1 1)     9.124                77.478              
3125       (4 3 2 1 1)     9.156                77.479              
3126       (3 5 2 1 2)     14.000               77.486              
3127       (3 1 2 1 2)     9.378                77.487              
3128       (3 3 2 1 2)     9.178                77.494              
3129       (0 6 0 0 1)     9.136                77.482              
3130       (3 1 2 1 2)     8.838                77.483              
3131       (3 5 1 1 1)     15.394               77.484              
3132       (3 1 1 1 2)     9.473                77.485              
3133       (4 3 2 5 1)     9.514                77.486              
3134       (3 3 2 1 2)     9.131                77.493              
3135       (3 3 2 1 2)     14.860               77.500              
3136       (2 5 2 0 0)     15.412               77.494              
3137       (3 1 1 1 2)     9.207                77.495              
3138       (3 1 1 1 2)     9.116                77.496              
3139       (3 1 1 1 1)     9.186                77.497              
3140       (3 1 1 1 2)     9.216                77.485              
3141       (3 1 1 1 1)     9.147                77.486              
3142       (3 3 2 1 2)     9.125                77.493              
3143       (3 1 1 1 2)     9.187                77.494              
3144       (3 3 2 1 2)     9.126                77.501              
3145       (5 1 2 1 2)     15.710               77.502              
3146       (5 1 1 1 1)     9.546                77.496              
3147       (3 5 1 0 1)     10.999               77.497              
3148       (3 5 1 1 1)     12.386               77.504              
3149       (3 3 2 1 2)     9.100                77.505              
3150       (3 3 2 1 1)     8.992                77.499              
3151       (3 1 2 1 2)     10.084               77.500              
3152       (3 5 2 1 2)     10.171               77.507              
3153       (3 1 1 1 2)     15.598               77.502              
3154       (3 3 2 1 2)     13.857               77.509              
3155       (3 5 2 1 2)     9.514                77.516              
3156       (3 5 2 1 2)     9.197                77.523              
3157       (3 5 1 1 2)     9.187                77.530              
3158       (1 1 0 0 1)     9.115                77.512              
3159       (0 5 0 5 1)     9.247                77.500              
3160       (4 3 2 0 1)     9.114                77.494              
3161       (3 3 2 1 2)     9.113                77.502              
3162       (3 5 1 1 2)     9.104                77.509              
3163       (0 2 1 0 3)     9.944                77.491              
3164       (3 5 2 0 0)     15.545               77.485              
3165       (3 1 1 1 2)     9.155                77.486              
3166       (3 5 2 1 1)     9.128                77.487              
3167       (3 1 1 1 2)     9.551                77.487              
3168       (3 5 2 1 2)     9.208                77.494              
3169       (3 5 2 1 2)     15.660               77.502              
3170       (3 1 2 1 2)     9.114                77.502              
3171       (3 5 1 1 1)     9.248                77.503              
3172       (3 1 2 1 2)     9.115                77.504              
3173       (3 1 1 1 2)     15.382               77.498              
3174       (0 1 1 0 1)     9.209                77.493              
3175       (6 1 2 1 1)     9.165                77.494              
3176       (1 1 1 0 3)     9.146                77.482              
3177       (3 5 2 1 2)     15.351               77.489              
3178       (2 5 1 0 1)     9.150                77.483              
3179       (6 3 2 1 1)     9.216                77.484              
3180       (3 3 2 1 2)     10.089               77.491              
3181       (0 2 1 0 1)     9.259                77.473              
3182       (3 3 2 1 2)     15.277               77.480              
3183       (3 1 1 1 2)     9.125                77.481              
3184       (3 3 2 1 1)     9.135                77.482              
3185       (3 5 1 0 1)     9.220                77.483              
3186       (3 1 2 1 1)     9.166                77.484              
3187       (5 3 2 1 1)     9.658                77.491              
3188       (4 3 2 0 1)     9.155                77.485              
3189       (3 5 2 1 1)     9.278                77.492              
3190       (3 5 2 1 2)     9.189                77.499              
3191       (3 3 2 1 2)     15.508               77.506              
3192       (3 1 2 1 2)     9.166                77.513              
3193       (3 3 2 1 2)     9.191                77.514              
3194       (4 6 0 0 3)     9.230                77.496              
3195       (3 3 2 1 2)     9.216                77.503              
3196       (3 5 2 1 2)     15.423               77.510              
3197       (3 3 2 1 2)     9.188                77.511              
3198       (3 1 1 1 1)     9.118                77.512              
3199       (3 3 2 1 2)     9.179                77.512              
3200       (3 3 2 1 2)     9.108                77.520              
3201       (3 3 2 1 2)     15.142               77.527              
3202       (5 1 2 1 2)     9.110                77.534              
3203       (3 3 1 1 2)     9.098                77.534              
3204       (2 5 1 0 1)     9.199                77.529              
3205       (3 3 2 1 2)     9.196                77.536              
3206       (3 3 2 1 2)     9.445                77.543              
3207       (4 0 0 5 0)     9.189                77.525              
3208       (0 3 2 1 1)     9.178                77.519              
3209       (4 0 1 0 1)     9.128                77.508              
3210       (3 1 2 1 2)     9.998                77.502              
3211       (0 2 0 0 1)     12.434               77.491              
3212       (3 3 2 1 2)     9.146                77.498              
3213       (3 3 2 1 2)     9.166                77.505              
3214       (3 3 2 1 1)     9.176                77.505              
3215       (4 3 2 1 1)     9.166                77.506              
3216       (3 3 2 1 2)     9.115                77.513              
3217       (3 3 2 1 2)     9.110                77.520              
3218       (2 3 2 1 2)     9.187                77.527              
3219       (3 3 2 1 2)     9.126                77.528              
3220       (3 3 2 1 2)     9.115                77.529              
3221       (3 1 1 1 2)     9.115                77.529              
3222       (3 1 1 1 2)     9.167                77.530              
3223       (3 3 2 1 2)     9.125                77.537              
3224       (3 1 2 1 1)     9.105                77.538              
3225       (5 1 1 1 1)     15.341               77.533              
3226       (3 3 2 1 2)     9.116                77.540              
3227       (3 3 2 1 0)     15.445               77.540              
3228       (3 1 1 1 1)     9.168                77.535              
3229       (3 3 2 1 1)     9.178                77.542              
3230       (3 5 2 1 1)     9.172                77.536              
3231       (2 5 1 0 1)     9.157                77.537              
3232       (2 1 2 0 1)     9.157                77.526              
3233       (2 5 1 0 1)     9.189                77.520              
3234       (5 3 1 1 2)     9.168                77.527              
3235       (3 5 2 1 2)     9.178                77.534              
3236       (3 5 1 4 0)     10.092               77.529              
3237       (3 3 2 1 2)     15.362               77.536              
3238       (3 3 2 1 1)     9.189                77.536              
3239       (3 5 1 1 1)     9.117                77.543              
3240       (3 5 1 1 2)     9.137                77.550              
3241       (3 5 2 1 2)     9.628                77.557              
3242       (3 1 2 1 2)     9.199                77.558              
3243       (3 1 2 1 2)     9.873                77.565              
3244       (3 3 2 1 1)     9.211                77.565              
3245       (3 3 2 1 2)     9.137                77.566              
3246       (2 5 0 5 3)     15.168               77.549              
3247       (6 1 1 0 1)     9.188                77.537              
3248       (3 3 2 1 2)     9.172                77.544              
3249       (2 1 1 0 1)     9.116                77.532              
3250       (4 3 2 5 1)     9.127                77.533              
3251       (5 3 2 1 2)     9.116                77.540              
3252       (3 5 1 1 2)     9.104                77.547              
3253       (3 5 1 1 2)     9.137                77.554              
3254       (2 1 2 1 2)     9.130                77.555              
3255       (3 3 2 1 2)     9.946                77.561              
3256       (3 1 2 1 2)     15.541               77.562              
3257       (3 1 2 1 2)     9.177                77.569              
3258       (5 3 2 1 1)     9.117                77.570              
3259       (3 1 2 1 2)     9.130                77.571              
3260       (3 5 1 1 1)     9.151                77.571              
3261       (6 1 2 1 1)     9.116                77.566              
3262       (0 1 1 0 1)     9.495                77.561              
3263       (3 1 2 0 0)     9.187                77.549              
3264       (3 1 1 1 2)     9.147                77.556              
3265       (3 3 2 1 2)     9.128                77.563              
3266       (2 3 1 1 2)     9.129                77.557              
3267       (3 5 1 1 1)     9.178                77.558              
3268       (3 3 2 1 2)     9.177                77.565              
3269       (3 1 2 1 2)     9.127                77.566              
3270       (0 5 0 0 3)     9.188                77.554              
3271       (3 1 2 1 2)     9.147                77.555              
3272       (3 3 2 1 2)     9.188                77.562              
3273       (3 1 1 1 2)     9.106                77.569              
3274       (3 3 2 1 0)     9.037                77.569              
3275       (3 0 0 0 0)     9.116                77.552              
3276       (0 1 1 0 1)     9.127                77.540              
3277       (0 2 1 0 1)     9.137                77.535              
3278       (3 5 2 1 2)     9.176                77.542              
3279       (4 3 2 0 1)     9.189                77.537              
3280       (3 3 2 1 2)     9.117                77.543              
3281       (1 5 1 4 2)     10.038               77.538              
3282       (3 1 1 1 2)     9.587                77.539              
3283       (3 1 2 1 2)     9.105                77.540              
3284       (3 3 2 1 2)     9.187                77.546              
3285       (3 5 0 0 1)     9.146                77.541              
3286       (3 1 1 1 2)     9.189                77.542              
3287       (3 3 2 1 2)     9.126                77.549              
3288       (6 1 1 0 1)     9.116                77.543              
3289       (6 1 2 1 1)     9.125                77.538              
3290       (3 3 2 1 2)     9.145                77.545              
3291       (3 3 2 1 2)     9.126                77.552              
3292       (0 0 0 3 3)     9.197                77.534              
3293       (3 1 2 1 2)     9.177                77.541              
3294       (3 5 1 1 1)     9.239                77.548              
3295       (1 0 0 5 1)     9.198                77.536              
3296       (3 5 1 1 1)     9.095                77.543              
3297       (3 1 2 1 2)     10.099               77.544              
3298       (3 3 2 1 2)     9.238                77.551              
3299       (3 3 2 1 2)     9.187                77.558              
3300       (3 3 2 1 2)     9.116                77.564              
3301       (3 1 2 1 1)     9.946                77.553              
3302       (2 5 1 0 1)     12.670               77.548              
3303       (5 3 2 5 1)     10.202               77.548              
3304       (4 3 0 0 1)     15.610               77.537              
3305       (3 1 1 1 2)     9.987                77.538              
3306       (3 1 1 1 1)     12.352               77.545              
3307       (3 1 1 1 2)     9.208                77.545              
3308       (5 3 2 1 2)     8.991                77.552              
3309       (1 6 0 0 0)     9.187                77.529              
3310       (2 1 1 1 2)     14.791               77.529              
3311       (2 1 1 0 1)     9.090                77.518              
3312       (0 1 1 1 2)     9.203                77.519              
3313       (3 1 1 1 2)     9.167                77.526              
3314       (3 3 2 1 2)     9.590                77.532              
3315       (4 3 2 1 2)     11.084               77.539              
3316       (3 5 2 1 2)     9.085                77.546              
3317       (3 5 2 1 0)     9.021                77.547              
3318       (3 5 1 0 1)     9.581                77.547              
3319       (3 1 2 1 1)     15.408               77.536              
3320       (3 3 2 1 1)     9.179                77.531              
3321       (3 1 1 1 2)     9.095                77.538              
3322       (3 1 2 1 2)     9.176                77.538              
3323       (3 5 1 1 2)     15.250               77.545              
3324       (3 5 1 1 2)     9.115                77.552              
3325       (3 1 1 1 2)     9.189                77.559              
3326       (3 5 0 5 1)     9.169                77.547              
3327       (0 5 0 0 3)     9.126                77.536              
3328       (3 5 1 1 1)     10.048               77.531              
3329       (3 5 0 0 0)     12.485               77.514              
3330       (3 1 2 1 2)     9.117                77.514              
3331       (5 3 2 1 1)     9.178                77.515              
3332       (3 5 2 1 2)     9.260                77.522              
3333       (6 1 1 1 1)     9.188                77.522              
3334       (6 3 2 1 2)     9.106                77.529              
3335       (3 1 2 1 2)     9.136                77.536              
3336       (3 3 2 1 2)     9.117                77.543              
3337       (3 3 2 1 2)     10.007               77.549              
3338       (3 1 1 1 2)     12.373               77.544              
3339       (3 5 1 0 0)     9.801                77.539              
3340       (3 5 2 1 2)     11.830               77.546              
3341       (3 1 1 1 2)     9.148                77.552              
3342       (3 5 2 1 1)     15.691               77.559              
3343       (0 5 1 0 1)     10.130               77.554              
3344       (3 1 1 1 2)     9.230                77.561              
3345       (3 3 2 1 2)     9.106                77.567              
3346       (3 3 2 1 2)     9.126                77.574              
3347       (3 3 2 1 2)     9.198                77.581              
3348       (3 1 1 1 2)     9.116                77.581              
3349       (4 6 0 2 3)     9.178                77.558              
3350       (3 1 1 1 2)     9.250                77.565              
3351       (3 1 2 1 2)     9.218                77.566              
3352       (4 2 1 0 1)     9.209                77.554              
3353       (1 4 2 0 0)     9.157                77.537              
3354       (3 7 1 1 1)     9.126                77.544              
3355       (3 1 2 1 2)     15.322               77.545              
3356       (3 1 1 1 2)     9.450                77.551              
3357       (3 5 1 1 2)     8.991                77.558              
3358       (3 3 2 1 2)     9.109                77.559              
3359       (3 3 2 1 2)     9.197                77.565              
3360       (3 1 1 1 2)     9.166                77.566              
3361       (3 3 2 1 2)     9.167                77.573              
3362       (3 5 1 1 2)     9.095                77.580              
3363       (3 1 2 1 2)     10.006               77.580              
3364       (3 3 2 1 2)     9.171                77.587              
3365       (3 3 2 5 0)     15.567               77.582              
3366       (3 1 1 1 2)     9.110                77.582              
3367       (3 3 2 1 2)     9.139                77.589              
3368       (3 3 2 1 2)     9.076                77.596              
3369       (3 5 2 1 1)     9.149                77.602              
3370       (3 3 2 1 0)     15.085               77.603              
3371       (3 1 1 1 1)     9.108                77.604              
3372       (3 3 2 1 2)     9.105                77.610              
3373       (0 0 1 5 1)     9.125                77.605              
3374       (3 5 2 1 2)     9.190                77.612              
3375       (3 1 2 1 2)     9.363                77.613              
3376       (2 3 2 1 2)     9.160                77.619              
3377       (3 5 1 1 1)     9.530                77.620              
3378       (3 3 2 1 2)     9.354                77.627              
3379       (5 3 2 1 1)     9.510                77.633              
3380       (3 3 2 1 1)     9.124                77.634              
3381       (3 3 2 1 2)     9.190                77.640              
3382       (3 1 2 1 2)     9.094                77.647              
3383       (3 3 2 1 2)     9.253                77.648              
3384       (3 3 2 1 2)     11.246               77.654              
3385       (2 5 1 0 1)     15.311               77.649              
3386       (3 1 2 1 2)     9.182                77.656              
3387       (6 1 2 1 2)     9.171                77.651              
3388       (0 5 0 0 1)     9.107                77.639              
3389       (3 3 2 1 2)     15.496               77.646              
3390       (3 1 2 1 2)     9.188                77.641              
3391       (3 1 1 1 2)     9.608                77.647              
3392       (3 3 2 0 0)     9.178                77.642              
3393       (3 1 1 1 2)     15.711               77.649              
3394       (2 3 2 0 0)     8.966                77.638              
3395       (3 1 0 1 1)     9.107                77.633              
3396       (3 1 2 1 2)     9.117                77.633              
3397       (3 5 1 1 2)     9.189                77.640              
3398       (3 3 2 1 1)     9.537                77.640              
3399       (1 6 0 5 1)     9.106                77.624              
3400       (3 5 2 1 2)     9.177                77.624              
3401       (2 5 1 0 1)     9.117                77.619              
3402       (2 3 2 1 2)     15.506               77.626              
3403       (6 1 1 1 2)     9.188                77.626              
3404       (3 1 1 1 2)     9.199                77.627              
3405       (3 5 2 1 1)     9.189                77.634              
3406       (3 3 2 1 2)     9.178                77.640              
3407       (0 1 1 1 2)     9.209                77.641              
3408       (3 1 1 1 2)     9.168                77.647              
3409       (3 5 0 3 2)     9.117                77.642              
3410       (3 3 2 1 1)     9.117                77.643              
3411       (3 3 2 1 2)     9.197                77.644              
3412       (4 3 2 1 2)     9.102                77.650              
3413       (3 3 2 1 2)     9.102                77.657              
3414       (2 3 2 1 1)     9.127                77.657              
3415       (3 5 2 1 2)     9.111                77.664              
3416       (2 1 1 1 1)     9.105                77.653              
3417       (1 2 0 0 1)     9.116                77.636              
3418       (3 3 2 1 1)     9.115                77.643              
3419       (3 3 2 1 2)     9.112                77.649              
3420       (2 6 1 0 1)     9.187                77.632              
3421       (3 1 2 1 2)     9.177                77.627              
3422       (3 3 2 1 2)     9.177                77.634              
3423       (5 3 2 1 1)     9.127                77.634              
3424       (3 3 2 1 1)     9.188                77.635              
3425       (3 0 1 4 0)     9.105                77.624              
3426       (3 1 0 1 1)     9.096                77.619              
3427       (3 1 2 1 1)     9.267                77.614              
3428       (3 1 2 1 2)     10.015               77.614              
3429       (3 1 2 1 2)     12.535               77.615              
3430       (3 1 1 1 2)     11.889               77.616              
3431       (5 3 2 1 2)     10.099               77.622              
3432       (0 2 1 0 3)     10.130               77.611              
3433       (3 5 2 1 1)     9.207                77.618              
3434       (3 1 1 1 2)     9.125                77.619              
3435       (3 1 1 1 0)     9.115                77.619              
3436       (6 3 2 5 1)     9.153                77.614              
3437       (3 1 2 1 2)     9.177                77.609              
3438       (3 1 2 1 1)     9.156                77.604              
3439       (3 1 1 1 1)     9.101                77.610              
3440       (3 1 2 1 1)     9.115                77.605              
3441       (3 3 2 1 2)     9.166                77.612              
3442       (3 3 1 1 1)     9.124                77.613              
3443       (0 1 1 1 2)     9.105                77.613              
3444       (6 2 0 0 1)     9.178                77.591              
3445       (3 1 2 1 2)     9.177                77.591              
3446       (6 1 1 1 2)     9.182                77.592              
3447       (3 1 1 0 1)     15.311               77.593              
3448       (3 5 1 0 1)     9.106                77.594              
3449       (3 1 2 1 2)     9.116                77.600              
3450       (3 5 1 1 2)     9.802                77.606              
3451       (3 5 1 1 1)     15.353               77.607              
3452       (3 1 1 1 2)     9.178                77.608              
3453       (3 3 2 1 2)     9.188                77.614              
3454       (2 5 1 0 1)     9.156                77.609              
3455       (3 5 1 1 1)     9.187                77.616              
3456       (3 3 2 1 2)     9.218                77.622              
3457       (3 3 2 1 1)     9.116                77.623              
3458       (3 1 1 1 1)     9.208                77.618              
3459       (6 5 0 5 1)     9.177                77.613              
3460       (2 6 1 0 1)     9.189                77.602              
3461       (2 6 0 0 1)     9.115                77.579              
3462       (3 3 2 1 2)     9.136                77.580              
3463       (3 5 2 1 2)     9.181                77.587              
3464       (3 1 1 1 1)     9.565                77.587              
3465       (3 3 2 1 2)     9.104                77.594              
3466       (3 1 2 1 2)     9.166                77.594              
3467       (3 3 2 1 1)     9.123                77.595              
3468       (3 5 2 1 2)     9.105                77.602              
3469       (2 5 1 0 1)     9.186                77.597              
3470       (3 3 2 1 2)     9.145                77.603              
3471       (3 1 2 1 2)     9.094                77.609              
3472       (3 3 2 1 1)     9.175                77.610              
3473       (3 5 1 1 1)     9.127                77.611              
3474       (3 3 2 1 2)     9.125                77.617              
3475       (2 3 2 1 1)     15.382               77.612              
3476       (3 3 2 1 1)     15.432               77.613              
3477       (0 3 2 1 2)     9.123                77.614              
3478       (3 0 0 0 0)     9.093                77.597              
3479       (0 0 0 0 1)     10.098               77.586              
3480       (3 1 1 1 2)     15.165               77.581              
3481       (3 5 1 0 0)     9.125                77.576              
3482       (3 1 1 1 2)     9.175                77.577              
3483       (3 1 1 1 2)     9.153                77.583              
3484       (3 1 2 1 1)     9.164                77.578              
3485       (3 5 2 2 3)     9.114                77.573              
3486       (0 1 1 1 2)     9.114                77.568              
3487       (3 3 2 1 1)     9.093                77.563              
3488       (3 3 2 1 2)     9.176                77.570              
3489       (3 5 2 1 1)     9.186                77.559              
3490       (2 5 1 0 1)     9.114                77.554              
3491       (3 3 2 1 2)     9.189                77.560              
3492       (3 3 2 1 2)     9.175                77.567              
3493       (3 3 1 1 2)     9.124                77.573              
3494       (3 1 2 1 2)     9.134                77.579              
3495       (3 1 2 1 2)     9.115                77.580              
3496       (3 5 1 1 2)     9.177                77.587              
3497       (3 1 1 1 1)     9.995                77.581              
3498       (3 1 1 1 1)     9.237                77.582              
3499       (2 6 2 5 0)     9.186                77.566              
3500       (3 3 2 1 2)     9.185                77.572              
3501       (3 1 2 1 2)     9.115                77.573              
3502       (3 3 2 1 2)     9.125                77.579              
3503       (3 1 1 1 2)     15.146               77.580              
3504       (3 3 2 1 0)     9.165                77.581              
3505       (2 3 2 1 2)     9.165                77.581              
3506       (3 3 2 2 3)     9.198                77.571              
3507       (3 3 2 1 2)     15.382               77.577              
3508       (3 3 2 1 2)     9.186                77.583              
3509       (3 5 2 1 1)     9.179                77.584              
3510       (3 1 2 1 1)     15.410               77.585              
3511       (3 3 1 1 1)     15.319               77.591              
3512       (3 3 2 1 2)     9.225                77.592              
3513       (3 3 2 1 2)     9.144                77.598              
3514       (3 3 2 1 1)     9.114                77.599              
3515       (3 5 1 1 1)     9.166                77.600              
3516       (3 3 2 1 1)     9.195                77.600              
3517       (3 5 1 1 2)     9.134                77.607              
3518       (3 5 2 1 2)     9.175                77.613              
3519       (3 3 2 1 2)     9.119                77.619              
3520       (6 5 0 0 1)     9.188                77.603              
3521       (3 1 2 1 2)     9.196                77.604              
3522       (3 1 2 1 2)     9.176                77.610              
3523       (3 3 2 1 2)     9.197                77.616              
3524       (3 5 2 1 2)     9.135                77.617              
3525       (3 5 1 1 1)     9.126                77.618              
3526       (2 3 2 0 1)     9.206                77.618              
3527       (3 5 1 1 1)     9.180                77.619              
3528       (5 3 2 1 1)     9.228                77.620              
3529       (5 1 2 1 2)     13.212               77.626              
3530       (3 3 2 1 2)     9.421                77.627              
3531       (3 5 2 1 1)     15.761               77.633              
3532       (3 1 2 1 2)     9.114                77.634              
3533       (3 5 1 1 2)     9.114                77.640              
3534       (0 5 0 0 1)     9.105                77.635              
3535       (3 3 2 1 2)     9.188                77.641              
3536       (2 5 1 0 1)     9.186                77.631              
3537       (2 3 2 1 2)     9.197                77.631              
3538       (0 1 1 0 1)     9.452                77.621              
3539       (0 3 2 1 1)     9.198                77.610              
3540       (3 5 1 1 1)     9.207                77.616              
3541       (3 5 1 1 2)     9.175                77.623              
3542       (3 1 2 1 2)     9.166                77.623              
3543       (3 1 1 1 2)     9.187                77.630              
3544       (1 0 0 0 0)     9.197                77.608              
3545       (3 3 2 1 2)     9.267                77.614              
3546       (3 3 2 1 1)     15.514               77.604              
3547       (3 1 1 1 2)     9.164                77.610              
3548       (3 5 1 1 1)     9.206                77.611              
3549       (6 1 1 0 1)     9.208                77.600              
3550       (3 1 2 1 2)     9.186                77.601              
3551       (3 1 1 1 2)     9.226                77.596              
3552       (3 1 2 1 2)     9.113                77.602              
3553       (4 6 0 5 1)     9.114                77.586              
3554       (3 1 2 1 2)     9.171                77.586              
3555       (3 1 2 1 2)     9.144                77.587              
3556       (3 5 2 1 2)     15.065               77.593              
3557       (3 3 2 1 2)     9.156                77.600              
3558       (3 1 2 1 2)     9.995                77.600              
3559       (3 3 2 1 2)     9.268                77.607              
3560       (0 3 1 1 2)     9.155                77.602              
3561       (2 3 2 5 2)     9.125                77.597              
3562       (6 1 1 1 1)     9.222                77.592              
3563       (3 3 2 1 2)     9.186                77.598              
3564       (3 1 2 1 2)     9.198                77.604              
3565       (3 1 1 1 2)     9.187                77.605              
3566       (0 2 0 0 3)     9.125                77.589              
3567       (3 5 2 1 1)     9.934                77.590              
3568       (3 5 2 1 1)     12.535               77.590              
3569       (3 3 2 1 1)     10.067               77.585              
3570       (3 1 1 1 2)     9.227                77.592              
3571       (3 3 2 1 2)     9.172                77.598              
3572       (3 3 2 1 2)     9.145                77.604              
3573       (3 1 1 1 2)     9.166                77.605              
3574       (3 3 2 1 2)     9.196                77.606              
3575       (3 1 2 1 1)     15.638               77.606              
3576       (3 3 2 1 1)     9.134                77.601              
3577       (3 5 1 1 1)     9.270                77.608              
3578       (3 3 2 5 1)     9.105                77.592              
3579       (5 1 2 1 1)     9.177                77.587              
3580       (3 1 1 1 2)     9.934                77.593              
3581       (3 1 1 1 1)     12.454               77.594              
3582       (3 1 0 0 1)     11.940               77.583              
3583       (3 3 1 1 2)     9.188                77.584              
3584       (4 2 1 0 1)     9.188                77.573              
3585       (3 1 2 0 0)     9.175                77.563              
3586       (3 5 1 1 1)     9.134                77.569              
3587       (3 3 2 1 2)     9.124                77.575              
3588       (4 6 0 5 0)     9.176                77.559              
3589       (3 1 0 0 1)     9.174                77.549              
3590       (3 3 2 1 2)     9.118                77.555              
3591       (3 5 2 1 1)     9.173                77.561              
3592       (5 3 2 1 2)     9.113                77.567              
3593       (3 1 1 1 2)     9.206                77.568              
3594       (4 6 0 0 3)     9.201                77.552              
3595       (3 3 2 1 1)     9.115                77.553              
3596       (3 3 2 1 2)     9.136                77.559              
3597       (3 0 1 1 1)     9.126                77.560              
3598       (6 1 1 1 1)     9.238                77.566              
3599       (3 3 0 2 0)     9.172                77.556              
3600       (3 1 1 1 2)     9.167                77.562              
3601       (2 3 2 1 2)     9.187                77.562              
3602       (3 1 2 1 2)     10.032               77.563              
3603       (3 5 2 1 2)     12.397               77.569              
3604       (3 5 1 1 2)     9.122                77.570              
3605       (2 5 1 1 1)     9.216                77.571              
3606       (3 3 2 1 2)     9.185                77.577              
